address,USDC.e,USDT.e,DAI.e,MIM,WETH.e,AnyETH,WBTC.e,renBTC,USDC.e LP,USDT.e LP,DAI.e LP,MIM LP,WETH.e LP,AnyETH LP,WBTC.e LP,renBTC LP
0x041256890392A21242eD03B43791390DE4Fd538F,6000.0,6000.0,5000.0,3000.0,0.6,0.4,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xC962877460a060e3E8A0a939a001eed52d51E248,6000.0,6000.0,5000.0,3000.0,0.6,0.4,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x3E0C094854630fA37b3Fa78073c39af2847408ac,6000.0,6000.0,5000.0,3000.0,0.6,0.4,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xA20e635244ae933F52A843d9Aea55c40162aE056,6000.0,6000.0,5000.0,3000.0,0.6,0.4,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xbfd919ff6baf603cd486a7481e101ddbacfbf346,0.0,993.92484,0.0,0.0,0.6,0.4,0.06,0.04,18997.515254,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xbfeab5493ee87d29af2328b3f4943bd8097ae526,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.09989579,0.0,19980.548841,0.0,0.0,0.0,0.0,0.0,0.0
0x7456Cf09262d80720Fd3778a1F7E50F1F3ce2929,0.0,0.0,0.0,0.0,0.499815127002900438,0.499741898180771346,0.04998029,0.04997565,2997.574985,2998.301099,6995.830514656245268998,6996.083887919856013325,0.0,0.0,0.0,0.0
0x26F4778fe05E0346Ab0003De3Fa0BE1fC377a2FD,0.0,0.0,0.0,0.0,0.0,0.99814429862001285,0.09993608,0.0,5999.224476,5999.790262,4999.383249096886055433,2999.93457967719857348,0.0,0.0,0.0,0.0
0x0CAb61D2349817D21805E54C9A2b329B7CedB16D,6000.0,6000.0,5000.0,3000.0,0.6,0.4,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x4170A979F1E5AE10a50b257673efEE34D967b1b7,0.0,0.0,0.0,4997.620064909727022643,0.6,0.4,0.0,0.05997584,0.0,0.0,4999.276244184559630656,9996.849380936734809069,0.599987018242128609,0.0,0.0,0.03999863
0xa876E937fCd7dFE356B2ae02A3592488C27F3341,6000.0,6000.0,5000.0,3000.0,0.6,0.4,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xcfa66d1edd6ba76173babfbe3856ffcf40278f89,11997.593226,0.0,5000.0,3000.0,0.6,0.4,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x966148d5c777be5a154f7cacf8eb9d5c7923d4ac,6000.0,6000.0,5000.0,3000.0,0.6,0.4,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x2e1C81a7E110841147EC75c1B768e56b9b665192,6000.0,6000.0,5000.0,3000.0,0.6,0.4,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
